image_id,degradation_type,field,ground_truth,prediction,exact_match,edit_distance_score
id_card_0019,clean,address,"487 JOSHUA CLUB, JIMMYMOUTH, MD 71299","487 JOSHUA CLUB, JIMMYMOUTH, MD 71299",1,1.0
id_card_0019,clean,issue_date,2025-02-27,2025-02-27,1,1.0
id_card_0019,clean,expiry_date,2032-02-26,2032-02-26,1,1.0
id_card_0020,clean,name,GEORGE SHELTON,GEORGE SHELTON,1,1.0
id_card_0020,clean,dob,1959-06-05,1959-06-05,1,1.0
id_card_0020,clean,id_number,DL-AD66587NA,DL-AD66587NA,1,1.0
id_card_0020,clean,address,"096 SMITH KNOLL SUITE 668, SOUTH JEFFREY, NE 64155","096 SMITH KNOLL SUITE 668, SOUTH JEFFREY, NE 64155",1,1.0
id_card_0020,clean,issue_date,2022-08-18,2022-08-18,1,1.0
id_card_0020,clean,expiry_date,2027-08-17,2027-08-17,1,1.0
id_card_0021,clean,name,JENNIFER CONLEY,JENNIFER CONLEY,1,1.0
id_card_0021,clean,dob,1974-01-05,1974-01-05,1,1.0
id_card_0021,clean,id_number,DL-ZL72980KQ,DL-ZL72980KQ,1,1.0
id_card_0021,clean,address,"62720 GRAY FOREST, MURPHYFURT, KY 99068","62720 GRAY FOREST, MURPHYFURT, KY 99068",1,1.0
id_card_0021,clean,issue_date,2022-05-21,2022-05-21,1,1.0
id_card_0021,clean,expiry_date,2028-05-19,2028-05-19,1,1.0
id_card_0022,clean,name,LAWRENCE ADKINS,LAWRENCE ADKINS,1,1.0
id_card_0022,clean,dob,1977-11-03,1977-11-03,1,1.0
id_card_0022,clean,id_number,DL-WB05310PM,DL-WB05310PM,1,1.0
id_card_0022,clean,address,"232 CALDWELL PORT, SOUTH HOLLY, WI 48852","232 CALDWELL PORT, SOUTH HOLLY, WI 48852",1,1.0
id_card_0022,clean,issue_date,2025-04-22,2025-04-22,1,1.0
id_card_0022,clean,expiry_date,2033-04-20,2033-04-20,1,1.0
id_card_0023,clean,name,ALEXANDRIA FISHER,ALEXANDRIA FISHER,1,1.0
id_card_0023,clean,dob,1957-03-16,1957-03-16,1,1.0
id_card_0023,clean,id_number,DL-KR41904YZ,DL-KR41904YZ,1,1.0
id_card_0023,clean,address,"93149 LAURA PORT, WEST AMANDASTAD, CA 66818","93149 LAURA PORT, WEST AMANDASTAD, CA 66818",1,1.0
id_card_0023,clean,issue_date,2025-08-28,2025-08-28,1,1.0
id_card_0023,clean,expiry_date,2030-08-27,2030-08-27,1,1.0
id_card_0024,clean,name,DANIEL SALINAS,DANIEL SALINAS,1,1.0
id_card_0024,clean,dob,1978-12-29,1978-12-29,1,1.0
id_card_0024,clean,id_number,DL-UH57262PR,DL-UH57262PR,1,1.0
id_card_0024,clean,address,"6945 MARIAH CORNERS SUITE 737, ROGERSFORT, PR 43101","6945 MARIAH CORNERS SUITE 737, ROGERSFORT, PR 43101",1,1.0
id_card_0024,clean,issue_date,2023-09-24,2023-09-24,1,1.0
id_card_0024,clean,expiry_date,2027-09-23,2027-09-23,1,1.0
id_card_0025,clean,name,JESSICA REESE,JESSICA REESE,1,1.0
id_card_0025,clean,dob,1970-04-21,1970-04-21,1,1.0
id_card_0025,clean,id_number,DL-FP48083UA,DL-FP48083UA,1,1.0
id_card_0025,clean,address,"377 MCGUIRE COURSE SUITE 363, ELIZABETHSTAD, NJ 73045","377 MCGUIRE COURSE SUITE 363, ELIZABETHSTAD, NJ 73045",1,1.0
id_card_0025,clean,issue_date,2025-12-18,2025-12-18,1,1.0
id_card_0025,clean,expiry_date,2033-12-16,2033-12-16,1,1.0
id_card_0026,clean,name,JOSEPH HILL,JOSEPH HILL,1,1.0
id_card_0026,clean,dob,1969-09-30,1969-09-30,1,1.0
id_card_0026,clean,id_number,DL-UM44431UH,DL-UM44431UH,1,1.0
id_card_0026,clean,address,"37498 HOOPER VILLAGE, WEST JEREMY, HI 40119","37498 HOOPER VILLAGE, WEST JEREMY, HI 40119",1,1.0
id_card_0026,clean,issue_date,2025-01-28,2025-01-28,1,1.0
id_card_0026,clean,expiry_date,2033-01-26,2033-01-26,1,1.0
id_card_0027,clean,name,LISA GIBBS,LISA GIBBS,1,1.0
id_card_0027,clean,dob,2007-01-27,2007-01-27,1,1.0
id_card_0027,clean,id_number,DL-SE27109EC,DL-SE27109EC,1,1.0
id_card_0027,clean,address,"04711 VASQUEZ PORTS APT. 229, CHRISTOPHERBURY, DE 73648","04711 VASQUEZ PORTS APT. 229, CHRISTOPHERBURY, DE 73648",1,1.0
id_card_0027,clean,issue_date,2024-04-29,2024-04-29,1,1.0
id_card_0027,clean,expiry_date,2032-04-27,2032-04-27,1,1.0
id_card_0028,clean,name,MICHAEL WARNER,MICHAEL WARNER,1,1.0
id_card_0028,clean,dob,1963-08-27,1963-08-27,1,1.0
id_card_0028,clean,id_number,DL-TK77496ND,DL-TK77496ND,1,1.0
id_card_0028,clean,address,"34123 ANDREA ESTATE, SOUTH SHANNONFORT, LA 04779","34123 ANDREA ESTATE, SOUTH SHANNONFORT, LA 04779",1,1.0
id_card_0028,clean,issue_date,2024-03-04,2024-03-04,1,1.0
id_card_0028,clean,expiry_date,2030-03-03,2030-03-03,1,1.0
id_card_0029,clean,name,LINDSEY JOHNSON,LINDSEY JOHNSON,1,1.0
id_card_0029,clean,dob,1976-11-23,1976-11-23,1,1.0
id_card_0029,clean,id_number,DL-IO49361PJ,DL-IO49361PJ,1,1.0
id_card_0029,clean,address,"10249 GONZALES MOUNTAIN SUITE 648, KIMTON, FM 57127","10249 GONZALES MOUNTAIN SUITE 648, KIMTON, FM 57127",1,1.0
id_card_0029,clean,issue_date,2024-12-30,2024-12-30,1,1.0
id_card_0029,clean,expiry_date,2030-12-29,2030-12-29,1,1.0
id_card_0030,clean,name,MICHAEL ROBERTS,MICHAEL ROBERTS,1,1.0
id_card_0030,clean,dob,1963-11-03,1963-11-03,1,1.0
id_card_0030,clean,id_number,DL-CW99049WL,DL-CW99049WL,1,1.0
id_card_0030,clean,address,"742 WALTERS OVERPASS APT. 756, MANUELVILLE, PR 21580","742 WALTERS OVERPASS APT. 756, MANUELVILLE, PR 21580",1,1.0
id_card_0030,clean,issue_date,2024-12-06,2024-12-06,1,1.0
id_card_0030,clean,expiry_date,2030-12-05,2030-12-05,1,1.0
id_card_0031,clean,name,KARI JOHNSON,KARI JOHNSON,1,1.0
id_card_0031,clean,dob,2005-05-20,2005-05-20,1,1.0
id_card_0031,clean,id_number,DL-QU80715HX,DL-QU80715HX,1,1.0
id_card_0031,clean,address,"087 BROWN PATH SUITE 977, EAST JOSEPHBERG, LA 57925","087 BROWN PATH SUITE 977, EAST JOSEPHBERG, LA 57925",1,1.0
id_card_0031,clean,issue_date,2025-08-18,2025-08-18,1,1.0
id_card_0031,clean,expiry_date,2031-08-17,2031-08-17,1,1.0
id_card_0032,clean,name,DESIREE TYLER,DESIREE TYLER,1,1.0
id_card_0032,clean,dob,1987-02-08,1987-02-08,1,1.0
id_card_0032,clean,id_number,DL-AF24808OH,DL-AF24808OH,1,1.0
id_card_0032,clean,address,"27484 DAVENPORT MOUNTAINS APT. 782, LEEHAVEN, WA 18393","27484 DAVENPORT MOUNTAINS APT. 782, LEEHAVEN, WA 18393",1,1.0
id_card_0032,clean,issue_date,2025-07-23,2025-07-23,1,1.0
id_card_0032,clean,expiry_date,2033-07-21,2033-07-21,1,1.0
id_card_0033,clean,name,JENNIFER FLORES,JENNIFER FLORES,1,1.0
id_card_0033,clean,dob,1974-08-18,1974-08-18,1,1.0
id_card_0033,clean,id_number,DL-LL84044QF,DL-LL84044QF,1,1.0
id_card_0033,clean,address,"8755 GIBSON ISLANDS, LAKE JOHN, MS 31114","8755 GIBSON ISLANDS, LAKE JOHN, MS 31114",1,1.0
id_card_0033,clean,issue_date,2026-03-26,2026-03-26,1,1.0
id_card_0033,clean,expiry_date,2032-03-24,2032-03-24,1,1.0
id_card_0034,clean,name,JENNIFER MILLER,JENNIFER MILLER,1,1.0
id_card_0034,clean,dob,1977-12-30,1977-12-30,1,1.0
id_card_0034,clean,id_number,DL-IG66270LV,DL-IG66270LV,1,1.0
id_card_0034,clean,address,"1870 ROBERT SHOAL, NORTH TERRANCE, KS 44876","1870 ROBERT SHOAL, NORTH TERRANCE, KS 44876",1,1.0
id_card_0034,clean,issue_date,2026-02-16,2026-02-16,1,1.0
id_card_0034,clean,expiry_date,2034-02-14,2034-02-14,1,1.0
id_card_0035,clean,name,MICHAEL WHITE,MICHAEL WHITE,1,1.0
id_card_0035,clean,dob,1969-08-14,1969-08-14,1,1.0
id_card_0035,clean,id_number,DL-CN86578EP,DL-CN86578EP,1,1.0
id_card_0035,clean,address,"16117 HEATHER BURGS APT. 504, NICHOLASBERG, IA 70122","16117 HEATHER BURGS APT. 504, NICHOLASBERG, IA 70122",1,1.0
id_card_0035,clean,issue_date,2024-12-07,2024-12-07,1,1.0
id_card_0035,clean,expiry_date,2032-12-05,2032-12-05,1,1.0
id_card_0036,clean,name,JAMES HOWARD,JAMES HOWARD,1,1.0
id_card_0036,clean,dob,1960-09-18,1960-09-18,1,1.0
id_card_0036,clean,id_number,DL-JO69379DO,DL-JO69379DO,1,1.0
id_card_0036,clean,address,"4074 CHARLES KEY SUITE 647, JAMESFURT, PR 63836","4074 CHARLES KEY SUITE 647, JAMESFURT, PR 63836",1,1.0
id_card_0036,clean,issue_date,2024-08-10,2024-08-10,1,1.0
id_card_0036,clean,expiry_date,2030-08-09,2030-08-09,1,1.0
id_card_0037,clean,name,EDWARD BURGESS,EDWARD BURGESS,1,1.0
id_card_0037,clean,dob,1967-09-22,1967-09-22,1,1.0
id_card_0037,clean,id_number,DL-RX06409VD,DL-RX06409VD,1,1.0
id_card_0037,clean,address,"3953 CHRISTINE SPRINGS APT. 104, JOHNSONSTAD, VA 17725","3953 CHRISTINE SPRINGS APT. 104, JOHNSONSTAD, VA 17725",1,1.0
id_card_0037,clean,issue_date,2025-01-21,2025-01-21,1,1.0
id_card_0037,clean,expiry_date,2033-01-19,2033-01-19,1,1.0
id_card_0038,clean,name,PAUL BAKER,PAUL BAKER,1,1.0
id_card_0038,clean,dob,1960-09-30,1960-09-30,1,1.0
id_card_0038,clean,id_number,DL-KQ85884EZ,DL-KQ85884EZ,1,1.0
id_card_0038,clean,address,"517 DONALD FORK SUITE 851, SMITHSIDE, DE 60110","517 DONALD FORK SUITE 851, SMITHSIDE, DE 60110",1,1.0
id_card_0038,clean,issue_date,2022-03-22,2022-03-22,1,1.0
id_card_0038,clean,expiry_date,2028-03-20,2028-03-20,1,1.0
id_card_0039,clean,name,BRANDY CHAVEZ,BRANDY CHAVEZ,1,1.0
id_card_0039,clean,dob,1972-08-30,1972-08-30,1,1.0
id_card_0039,clean,id_number,DL-NJ51370UN,DL-NJ51370UN,1,1.0
id_card_0039,clean,address,"174 WILSON CAPE, WEST WENDYVILLE, CT 31276","174 WILSON CAPE, WEST WENDYVILLE, CT 31276",1,1.0
id_card_0039,clean,issue_date,2024-10-02,2024-10-02,1,1.0
id_card_0039,clean,expiry_date,2029-10-01,2029-10-01,1,1.0
id_card_0040,clean,name,SAMANTHA DAVIS,SAMANTHA DAVIS,1,1.0
id_card_0040,clean,dob,1989-06-14,1989-06-14,1,1.0
id_card_0040,clean,id_number,DL-PG86926FN,DL-PG86926FN,1,1.0
id_card_0040,clean,address,"0537 SAMPSON WALK SUITE 158, BRUCEVIEW, ID 16512","0537 SAMPSON WALK SUITE 158, BRUCEVIEW, ID 16512",1,1.0
id_card_0040,clean,issue_date,2025-04-11,2025-04-11,1,1.0
id_card_0040,clean,expiry_date,2033-04-09,2033-04-09,1,1.0
id_card_0041,clean,name,CHRISTOPHER GUERRERO,CHRISTOPHER GUERRERO,1,1.0
id_card_0041,clean,dob,1962-11-12,1962-11-12,1,1.0
id_card_0041,clean,id_number,DL-YK00532NE,DL-YK00532NE,1,1.0
id_card_0041,clean,address,"335 KRISTINA RANCH, WEST MICHELEBERG, DC 71308","335 KRISTINA RANCH, WEST MICHELEBERG, DC 71308",1,1.0
id_card_0041,clean,issue_date,2024-10-04,2024-10-04,1,1.0
id_card_0041,clean,expiry_date,2028-10-03,2028-10-03,1,1.0
id_card_0042,clean,name,AMANDA LUTZ,AMANDA LUTZ,1,1.0
id_card_0042,clean,dob,1952-01-22,1952-01-22,1,1.0
id_card_0042,clean,id_number,DL-QD39502IV,DL-QD39502IV,1,1.0
id_card_0042,clean,address,"117 STRICKLAND PASSAGE APT. 783, LAKE KRISTAHAVEN, ME 60537","117 STRICKLAND PASSAGE APT. 783, LAKE KRISTAHAVEN, ME 60537",1,1.0
id_card_0042,clean,issue_date,2021-08-20,2021-08-20,1,1.0
id_card_0042,clean,expiry_date,2025-08-19,2025-08-19,1,1.0
id_card_0043,clean,name,MATTHEW RICH,MATTHEW RICH,1,1.0
id_card_0043,clean,dob,1999-09-16,1999-09-16,1,1.0
id_card_0043,clean,id_number,DL-UM17711JE,DL-UM17711JE,1,1.0
id_card_0043,clean,address,"9985 VANG PINES, SHAWNCHESTER, CT 92484","9985 VANG PINES, SHAWNCHESTER, CT 92484",1,1.0
id_card_0043,clean,issue_date,2023-09-10,2023-09-10,1,1.0
id_card_0043,clean,expiry_date,2029-09-08,2029-09-08,1,1.0
id_card_0044,clean,name,JACQUELINE ANDERSON,JACQUELINE ANDERSON,1,1.0
id_card_0044,clean,dob,1982-07-17,1982-07-17,1,1.0
id_card_0044,clean,id_number,DL-DZ67365AU,DL-DZ67365AU,1,1.0
id_card_0044,clean,address,"6545 GLORIA MOUNTAINS, NORTH MARIELAND, NE 13157","6545 GLORIA MOUNTAINS, NORTH MARIELAND, NE 13157",1,1.0
id_card_0044,clean,issue_date,2025-11-21,2025-11-21,1,1.0
id_card_0044,clean,expiry_date,2033-11-19,2033-11-19,1,1.0
id_card_0045,clean,name,PHILLIP ANDREWS,PHILLIP ANDREWS,1,1.0
id_card_0045,clean,dob,1954-01-15,1954-01-15,1,1.0
id_card_0045,clean,id_number,DL-QW85165BU,DL-QW85165BU,1,1.0
id_card_0045,clean,address,"9451 ERIC ORCHARD, PORT DANIEL, PR 73411","9451 ERIC ORCHARD, PORT DANIEL, PR 73411",1,1.0
id_card_0045,clean,issue_date,2026-05-06,2026-05-06,1,1.0
id_card_0045,clean,expiry_date,2033-05-04,2033-05-04,1,1.0
id_card_0046,clean,name,JAMIE CHAVEZ,JAMIE CHAVEZ,1,1.0
id_card_0046,clean,dob,1997-05-19,1997-05-19,1,1.0
id_card_0046,clean,id_number,DL-QS99809RB,DL-QS99809RB,1,1.0
id_card_0046,clean,address,"4550 MOLLY PORT, JONESTOWN, CO 98295","4550 MOLLY PORT, JONESTOWN, CO 98295",1,1.0
id_card_0046,clean,issue_date,2025-10-15,2025-10-15,1,1.0
id_card_0046,clean,expiry_date,2031-10-14,2031-10-14,1,1.0
id_card_0047,clean,name,DOUGLAS GREGORY,DOUGLAS GREGORY,1,1.0
id_card_0047,clean,dob,1959-09-10,1959-09-10,1,1.0
id_card_0047,clean,id_number,DL-JK59910WN,DL-JK59910WN,1,1.0
id_card_0047,clean,address,"147 TUCKER MILLS, NELSONHAVEN, DE 45743","147 TUCKER MILLS, NELSONHAVEN, DE 45743",1,1.0
id_card_0047,clean,issue_date,2023-02-13,2023-02-13,1,1.0
id_card_0047,clean,expiry_date,2027-02-12,2027-02-12,1,1.0
id_card_0048,clean,name,MARY GOMEZ,MARY GOMEZ,1,1.0
id_card_0048,clean,dob,1978-10-15,1978-10-15,1,1.0
id_card_0048,clean,id_number,DL-AN03690TN,DL-AN03690TN,1,1.0
id_card_0048,clean,address,"4510 BURGESS EXTENSIONS, SOUTH AMANDA, IN 66071","4510 BURGESS EXTENSIONS, SOUTH AMANDA, IN 66071",1,1.0
id_card_0048,clean,issue_date,2024-11-23,2024-11-23,1,1.0
id_card_0048,clean,expiry_date,2029-11-22,2029-11-22,1,1.0
id_card_0049,clean,name,ERIC MORGAN,ERIC MORGAN,1,1.0
id_card_0049,clean,dob,1973-08-04,1973-08-04,1,1.0
id_card_0049,clean,id_number,DL-KB60715KZ,DL-KB60715KZ,1,1.0
id_card_0049,clean,address,"1605 LAURIE RIVER SUITE 516, EAST RYANFURT, NC 10809","1605 LAURIE RIVER SUITE 516, EAST RYANFURT, NC 10809",1,1.0
id_card_0049,clean,issue_date,2025-04-09,2025-04-09,1,1.0
id_card_0049,clean,expiry_date,2030-04-08,2030-04-08,1,1.0
id_card_0050,clean,name,LAUREN MALDONADO,LAUREN MALDONADO,1,1.0
id_card_0050,clean,dob,1969-11-18,1969-11-18,1,1.0
id_card_0050,clean,id_number,DL-XW81883WU,DL-XW81883WU,1,1.0
id_card_0050,clean,address,"12432 KATHLEEN SHOAL, EAST STEPHANIEFORT, NH 99387","12432 KATHLEEN SHOAL, EAST STEPHANIEFORT, NH 99387",1,1.0
id_card_0050,clean,issue_date,2022-05-27,2022-05-27,1,1.0
id_card_0050,clean,expiry_date,2027-05-26,2027-05-26,1,1.0
id_card_0001_blur,blur,name,GINA MOORE,GINA MOORE,1,1.0
id_card_0001_blur,blur,dob,1987-08-26,1987-08-26,1,1.0
id_card_0001_blur,blur,id_number,DL-RV43321IF,DL-RV43321IF,1,1.0
id_card_0001_blur,blur,address,"01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427","01338 ANNA SIRAVENUE SUITE 379, LISATOWN, WV 21427",0,0.98
id_card_0001_blur,blur,issue_date,2021-09-07,2021-09-07,1,1.0
id_card_0001_blur,blur,expiry_date,2025-09-06,2025-09-06,1,1.0
id_card_0001_combined,combined,name,GINA MOORE,GINA MOORE,1,1.0
id_card_0001_combined,combined,dob,1987-08-26,1987-08-26,1,1.0
id_card_0001_combined,combined,id_number,DL-RV43321IF,DL-RV43321IF,1,1.0
